"tipo_objeto","objeto","tabela","classificacao","destino_ou_acao","justificativa"
"constraint","boms.boms_produto_id_fkey","boms","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","boms.boms_produto_versao_uniq","boms","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","boms.boms_status_chk","boms","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","clientes.clientes_created_by_fkey","clientes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","clientes.clientes_deleted_by_fkey","clientes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","clientes.clientes_empresa_id_fkey","clientes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","clientes.clientes_pkey","clientes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_created_by_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_custo_chk","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_deleted_by_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_empresa_id_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_estoque_movimentacao_id_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_materia_prima_id_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_of_id_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_pkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_projeto_id_fkey","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_quantidades_chk","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","consumos_internos.consumos_internos_unidade_chk","consumos_internos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","credenciais.credenciais_empresa_id_fkey","credenciais","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","credenciais.credenciais_pkey","credenciais","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","credenciais.credenciais_usuario_responsavel_fkey","credenciais","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","empresas.empresas_created_by_fkey","empresas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","empresas.empresas_pkey","empresas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","empresas.empresas_slug_key","empresas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_created_by_fkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_empresa_id_fkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_materia_prima_id_fkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_of_id_fkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_pkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_projeto_id_fkey","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_quantidade_chk","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_movimentacoes.estoque_movimentacoes_tipo_chk","estoque_movimentacoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_saldos.estoque_saldos_empresa_id_fkey","estoque_saldos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_saldos.estoque_saldos_materia_prima_id_fkey","estoque_saldos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_saldos.estoque_saldos_material_local_uniq","estoque_saldos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_saldos.estoque_saldos_pkey","estoque_saldos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","estoque_saldos.estoque_saldos_quantidades_chk","estoque_saldos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","fornecedores.fornecedores_created_by_fkey","fornecedores","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","fornecedores.fornecedores_deleted_by_fkey","fornecedores","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","fornecedores.fornecedores_empresa_id_fkey","fornecedores","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","fornecedores.fornecedores_pkey","fornecedores","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","funcionarios.funcionarios_created_by_fkey","funcionarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","funcionarios.funcionarios_deleted_by_fkey","funcionarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","funcionarios.funcionarios_empresa_id_fkey","funcionarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","funcionarios.funcionarios_pkey","funcionarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","funcionarios.funcionarios_tecnologia_aplicada_id_fkey","funcionarios","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","grupos_recursos.grupos_recursos_created_by_fkey","grupos_recursos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","grupos_recursos.grupos_recursos_deleted_by_fkey","grupos_recursos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","grupos_recursos.grupos_recursos_empresa_id_fkey","grupos_recursos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","grupos_recursos.grupos_recursos_pkey","grupos_recursos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_created_by_fkey","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_deleted_by_fkey","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_empresa_id_fkey","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_pkey","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_tipo_item_check","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","itens_industriais.itens_industriais_unidade_check","itens_industriais","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_codigo_empresa_uniq","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_created_by_fkey","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_deleted_by_fkey","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_empresa_id_fkey","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_pkey","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","materias_primas.materias_primas_unidade_chk","materias_primas","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_ajuste_motivo_check","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_created_by_fkey","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_deleted_by_fkey","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_empresa_id_fkey","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_item_id_fkey","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_pkey","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_quantidade_check","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","movimentacoes_estoque.movimentacoes_estoque_tipo_check","movimentacoes_estoque","SUBSTITUIR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_created_by_fkey","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_deleted_by_fkey","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_empresa_entidade_unique","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_empresa_id_fkey","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_entidade_chk","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_pkey","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","numeracao_configuracoes.numeracao_configuracoes_sequencia_chk","numeracao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_bom_id_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_created_by_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_deleted_by_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_empresa_id_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_pkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_produto_id_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_projeto_id_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_projeto_item_id_fkey","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_quantidade_chk","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_status_chk","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_tipo_chk","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","ordens_fabricacao.ordens_fabricacao_unidade_chk","ordens_fabricacao","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_created_by_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_empresa_id_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_materia_prima_id_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_of_id_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_pedido_compra_id_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_pkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedido_compra_itens.pedido_compra_itens_planejamento_compra_id_fkey","pedido_compra_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_created_by_fkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_deleted_by_fkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_empresa_id_fkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_of_id_fkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_pkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_planejamento_compra_id_fkey","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","pedidos_compra.pedidos_compra_status_chk","pedidos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origem_uniq","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_created_by_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_dimensoes_chk","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_empresa_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_of_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_pkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_planejamento_compra_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_projeto_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_qtd_chk","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_requisicao_compra_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_requisicao_compra_item_id_fkey","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamento_compra_origens.planejamento_compra_origens_unidade_chk","planejamento_compra_origens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_created_by_fkey","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_criterio_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_deleted_by_fkey","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_empresa_id_fkey","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_forma_material_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_materia_prima_id_fkey","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_modo_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_pkey","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_qtd_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_status_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","planejamentos_compra.planejamentos_compra_unidade_chk","planejamentos_compra","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_buffer_chk","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_created_by_fkey","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_deleted_by_fkey","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_eficiencia_engenharia_chk","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_eficiencia_montagem_chk","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_eficiencia_producao_chk","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_empresa_id_fkey","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_empresa_unique","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_pkey","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","producao_configuracoes.producao_configuracoes_prazo_cliente_chk","producao_configuracoes","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","profiles.profiles_empresa_id_fkey","profiles","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","profiles.profiles_id_fkey","profiles","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","profiles.profiles_pkey","profiles","REMOVER","eliminar com a tabela","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_bom_id_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_created_by_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_deleted_by_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_empresa_id_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_pkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_produto_id_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_projeto_id_fkey","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projeto_itens.projeto_itens_quantidade_chk","projeto_itens","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_cliente_id_fkey","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_created_by_fkey","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_deleted_by_fkey","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_empresa_id_fkey","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_numero_formato_chk","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_numero_projeto_key","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_pkey","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_status_chk","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","projetos.projetos_tipo_chk","projetos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","recursos_produtivos.recursos_produtivos_created_by_fkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
"constraint","recursos_produtivos.recursos_produtivos_deleted_by_fkey","recursos_produtivos","TRANSFORMAR","constraint derivada do schema definitivo","Recalcular pelos estados oficiais, tenant e relações do baseline"
